XEuler,YEuler,ZEuler,XPosition,YPosition,ZPosition,Time,Mark
-5.186493,11.97093,0.6297064,-0.0600181,0.117073,0.1213979,95.19912,0
-5.194397,12.23374,0.09086049,-0.05749191,0.1173627,0.120858,95.29912,0
-5.213196,12.43413,359.5168,-0.05507602,0.1178308,0.1209735,95.39912,0
-4.962097,12.23229,-0.6851196,-0.05437386,0.1173409,0.1205875,95.49911,0
-4.682739,11.58359,359.5681,-0.05414361,0.1163028,0.1194079,95.59911,0
-4.782806,10.33792,0.02608723,-0.05410934,0.1163069,0.1181803,95.69911,0
-5.054688,8.38797,0.9024378,-0.05320744,0.1169483,0.1171655,95.79911,0
-5.282288,6.31866,1.253109,-0.0499272,0.1177114,0.1159592,95.89911,0
-5.356934,4.771863,1.330117,-0.04503895,0.1178339,0.1148469,95.99911,0
-5.333435,2.733463,1.34979,-0.03896134,0.117804,0.1130955,96.09911,0
-5.432526,1.038695,1.423616,-0.03322254,0.1178011,0.1110225,96.1991,0
-6.078522,-0.2138062,1.590791,-0.02526857,0.1187018,0.1080609,96.2991,0
-6.455078,-0.746582,1.486696,-0.01484566,0.119133,0.1050782,96.3991,0
-6.384094,-1.040314,1.265726,-0.004197426,0.1188694,0.1031212,96.4991,0
-5.832306,-1.128418,1.07689,0.008562781,0.1177689,0.1020679,96.5991,0
-5.456207,-1.42569,0.8676633,0.01975928,0.1174409,0.1024671,96.6991,0
-5.135529,-2.406006,0.3814264,0.03092055,0.1171595,0.1037008,96.7991,0
-4.964294,-3.859222,-359.8599,0.03926419,0.116969,0.1051357,96.89909,0
-4.379761,-5.271729,-359.9956,0.04600752,0.1158931,0.1066634,96.99909,0
-2.995544,-6.585724,-359.9989,0.05146849,0.1137432,0.1081328,97.09909,0
-1.474518,-7.293182,-0.08642578,0.05635262,0.111084,0.1106483,97.19909,0
0.3378425,-7.671234,-0.1533508,0.06061956,0.1085468,0.1140654,97.29909,0
1.138296,-8.162781,-0.2419128,0.06288298,0.1071823,0.1173598,97.39909,0
1.690466,-8.70459,-0.1839905,0.06370578,0.1067599,0.1202243,97.49908,0
1.609807,-9.378754,359.9005,0.06211378,0.1072299,0.1213948,97.59908,0
0.9162775,-10.51025,0.2039887,0.05812442,0.108573,0.1207301,97.69908,0
-0.1205444,-12.10214,0.7340786,0.05282273,0.1101529,0.1181441,97.79908,0
-1.358582,-13.71692,1.329024,0.04772246,0.1122869,0.1145252,97.89908,0
-2.56778,-14.81122,1.919743,0.04394508,0.1141525,0.1105451,97.99908,0
-3.242767,-14.88303,2.41513,0.04217364,0.1151931,0.107283,98.09908,0
-3.344818,-14.53015,2.39397,0.04249466,0.1152691,0.10532,98.19907,0
-2.810547,-14.06989,2.031992,0.0440729,0.1140683,0.1060669,98.29907,0
-2.277985,-13.65796,1.725095,0.04548932,0.1133767,0.108306,98.39907,0
-1.319,-13.33682,1.4664,0.0463586,0.1117768,0.110973,98.49907,0
-0.4586487,-13.12,1.210847,0.04694339,0.1103162,0.1139445,98.59907,0
0.2857738,-12.48911,0.9551563,0.04777641,0.1089435,0.1165721,98.69907,0
0.7472357,-12.08203,0.9667607,0.04832396,0.1081599,0.1178379,98.79906,0
1.434001,-12.33011,1.128402,0.04713617,0.1072668,0.1190622,98.89906,0
3.080118,-14.57233,1.602578,0.04189773,0.1043112,0.1204076,98.99906,0
5.947414,-21.37839,2.124635,0.02893998,0.09859475,0.1206772,99.09906,0
9.125532,-30.41089,2.495748,0.01006642,0.09227815,0.1192905,99.19906,0
10.59469,-38.29135,2.440453,-0.009037392,0.08903711,0.1165191,99.29906,0
10.64394,-45.07718,1.914174,-0.02393312,0.08828516,0.1117298,99.39906,0
10.39959,-48.12085,1.813579,-0.03118495,0.08820634,0.1078861,99.49905,0
9.364269,-48.08694,1.940593,-0.03109611,0.0898412,0.1063478,99.59905,0
7.929543,-47.42261,1.840503,-0.0272896,0.09288557,0.1060884,99.69905,0
6.83155,-46.97726,1.489298,-0.02334323,0.09511517,0.1067246,99.79905,0
6.231339,-46.67963,0.938504,-0.02031481,0.09654188,0.108104,99.89905,0
5.989596,-46.30688,0.4951277,-0.01844864,0.0972058,0.1096047,99.99905,0
5.889978,-45.96201,0.1319454,-0.0176414,0.09722807,0.1105487,100.099,0
5.332865,-46.0813,359.6867,-0.01790104,0.09787679,0.1106961,100.199,0
4.306681,-46.76978,359.0278,-0.01749562,0.09970049,0.1101686,100.299,0
3.87781,-46.70804,358.7665,-0.01515895,0.1006321,0.1102726,100.399,0
3.512571,-45.7377,358.8133,-0.01252395,0.1014867,0.1107961,100.499,0
3.275363,-43.12051,358.9261,-0.007676892,0.1021042,0.1132811,100.599,0
2.861856,-35.66599,0.3477252,0.001637792,0.1032498,0.1191203,100.699,0
1.47013,-26.37103,1.907999,0.01411572,0.1059554,0.1244627,100.799,0
-0.4285889,-18.73138,2.553346,0.02721591,0.1092818,0.1266559,100.899,0
-2.033203,-14.40329,2.292142,0.03686268,0.1122761,0.1255482,100.999,0
-3.300629,-11.45905,1.967001,0.04421212,0.1145201,0.1233604,101.099,0
-4.133942,-8.680359,1.509173,0.05098593,0.1158781,0.1215164,101.199,0
-4.570618,-6.399261,1.032964,0.0562719,0.1163146,0.1206325,101.299,0
-4.753662,-4.758911,0.2929295,0.0605718,0.1168139,0.1202043,101.399,0
-4.731781,-3.509613,-0.2435608,0.06416929,0.1166401,0.120527,101.499,0
-4.698059,-2.715607,-0.6514282,0.06692277,0.1166319,0.1212728,101.599,0
-4.761688,-2.24826,-1.094177,0.06925765,0.1168521,0.1215858,101.699,0
-4.962799,-1.875977,-1.552704,0.07075974,0.1170383,0.1212637,101.799,0
-5.214661,-1.601166,-1.666412,0.0715097,0.1173672,0.1201485,101.899,0
-5.4216,-1.690948,-1.457031,0.07122355,0.117578,0.1191519,101.999,0
-5.642365,-1.904266,-1.264008,0.07064206,0.1180243,0.1186033,102.099,0
-5.774109,-1.972687,-1.182098,0.07003239,0.1184206,0.1181795,102.199,0
-5.765778,-2.017944,-1.103882,0.06958376,0.118476,0.1182042,102.299,0
-5.676697,-2.136047,-1.007751,0.06921389,0.1183426,0.1183322,102.399,0
-5.65451,-2.213959,-0.9724731,0.06912205,0.1180749,0.1181809,102.499,0
-5.731995,-2.204987,-1.041748,0.06932967,0.1181858,0.1181777,102.599,0
-5.687775,-2.168488,-1.084808,0.06966092,0.1181562,0.1180172,102.699,0
-5.649323,-2.254791,-1.033844,0.06940196,0.1179856,0.1178821,102.799,0
-5.697693,-2.321259,-1.027954,0.06919111,0.1181624,0.1179523,102.899,0
-5.682434,-2.364014,-1.033508,0.06914664,0.1181324,0.1180075,102.999,0
-5.599976,-2.479645,-1.06369,0.06899533,0.1180121,0.1180226,103.099,0
-5.570587,-2.714691,-1.025391,0.06861621,0.1178719,0.1178989,103.199,0
