XEuler,YEuler,ZEuler,XPosition,YPosition,ZPosition,Time,Mark,Velocity
-1.828918,-1.11734,-7.326141,-0.06367682,0.002410951,-0.3315659,19.50004,0,49.60827
-1.855225,1.867915,-5.779938,-0.05767573,0.001790927,-0.3315,19.60004,0,34.06137
-2.010712,3.08796,-4.838928,-0.05592628,0.001174202,-0.3316629,19.70004,0,15.73175
-2.402039,3.004318,-5.45752,-0.05687161,0.001663214,-0.3321043,19.80004,0,7.401887
-2.489838,2.43357,-5.114044,-0.05934466,0.00180239,-0.332398,19.90004,0,6.59676
-2.835175,1.473558,-4.646973,-0.06208637,0.001811065,-0.3321948,20.00004,0,11.04277
-2.634705,0.3972613,-4.734009,-0.06527647,0.002280341,-0.3328096,20.10004,0,11.03568
-3.198517,0.8035569,-4.02652,-0.06625816,0.003669405,-0.3328457,20.20004,0,10.06378
-3.885925,2.316158,-2.173309,-0.06606585,0.00481542,-0.3335105,20.30004,0,25.57719
-4.038727,1.711746,-1.716949,-0.06882183,0.0052589,-0.3343086,20.40004,0,7.486002
-4.169373,1.073008,-1.837311,-0.0704308,0.005582122,-0.3343865,20.50004,0,6.714359
-4.110443,1.131129,-1.531403,-0.07150991,0.005487456,-0.3339315,20.60004,0,3.189808
-4.002045,0.5066761,-0.7219849,-0.07436226,0.005082748,-0.3342141,20.70004,0,9.930687
-4.277008,-0.0715332,-0.3909912,-0.07654634,0.005838595,-0.3345932,20.80004,0,7.022045
-4.414948,0.3890246,-0.2020569,-0.07695283,0.006297222,-0.3345946,20.90004,0,5.293398
-4.603912,1.33418,-0.4235535,-0.07607143,0.006892059,-0.3342735,21.00004,0,9.723608
-4.760986,2.104461,-0.7815857,-0.07477069,0.00776312,-0.3331868,21.10004,0,8.383624
-4.817871,2.189188,-1.337494,-0.07395212,0.007934507,-0.3333124,21.20004,0,5.595296
-4.555603,1.664164,-1.278931,-0.07425,0.007355426,-0.3337969,21.30005,0,5.868397
-4.332794,1.025993,-1.401978,-0.07481466,0.006808121,-0.3337009,21.40005,0,6.966092
-4.194489,0.4019197,-1.532806,-0.07512802,0.006075697,-0.3341237,21.50005,0,6.620447
-4.079407,0.4610572,-1.677795,-0.07488851,0.005562778,-0.3346466,21.60005,0,1.897456
-3.160492,0.3681502,-1.261322,-0.07640236,0.003125115,-0.3317378,21.70005,0,10.11808
-2.843658,-0.137085,-0.9190063,-0.07860873,0.002833237,-0.329627,21.80005,0,6.772392
-3.175659,-0.1144714,-1.040771,-0.07965344,0.003502914,-0.3292858,21.90005,0,3.560823
-3.51001,0.5089132,-0.9694519,-0.07886865,0.00439718,-0.3296359,22.00005,0,7.143601
-3.352722,0.4363851,-1.188202,-0.07817845,0.003957161,-0.3308857,22.10005,0,2.85305
-3.58252,0.1128474,-1.275208,-0.07767621,0.004142351,-0.3329526,22.20005,0,4.092605
-4.180328,0.2633699,-1.27298,-0.07666405,0.005404145,-0.3340377,22.30005,0,6.129341
-4.279327,0.6359231,-1.421997,-0.07519721,0.005806411,-0.3334486,22.40005,0,3.995839
-3.817169,0.5024902,-1.750061,-0.07452108,0.005206966,-0.3318242,22.50005,0,5.881719
-3.786011,0.2562151,-1.81427,-0.07480431,0.005149919,-0.3308673,22.60005,0,2.624425
-3.786987,0.2142791,-1.927582,-0.07536105,0.005188721,-0.3298316,22.70005,0,0
-3.618225,0.2784918,-1.81189,-0.07625628,0.004880715,-0.3296325,22.80005,0,2.238117
-4.281494,-0.08126831,-1.782684,-0.07723624,0.006253525,-0.3313926,22.90005,0,7.548474
-4.740967,-359.9857,-2.107544,-0.07762131,0.006974061,-0.3327898,23.00005,0,5.664806
-4.505768,0.1180548,-1.712952,-0.07806721,0.007563625,-0.3353131,23.10005,0,4.780622
-6.07312,0.5745986,-1.917175,-0.07899211,0.01137251,-0.3361997,23.20005,0,16.40398
-5.955933,0.2056442,-1.883972,-0.08030005,0.01293015,-0.3352669,23.30005,0,3.83594
-5.348663,-0.5834045,-1.395691,-0.08242933,0.01209412,-0.3348238,23.40005,0,10.73367
-4.931976,-1.171478,-1.345123,-0.08418315,0.01192258,-0.3347802,23.50005,0,7.198174
-4.660248,-1.053986,-1.343842,-0.08459114,0.0113237,-0.3340501,23.60005,0,3.013157
-4.269379,-0.8674316,-1.569275,-0.08388478,0.01071803,-0.3331982,23.70005,0,4.845667
-4.636536,-0.2053528,-2.082703,-0.08070546,0.01102566,-0.332674,23.80005,0,8.864631
-4.917358,0.5490806,-2.221375,-0.07776097,0.01030177,-0.3326361,23.90005,0,8.059955
